question,subjects
주로 갈등 해결 방식에 대한 질문이고 사내 문화나 분위기에 대응하는 방식을 물었음 솔직히 회사에 얼마나 충성할 수 있느냐고 각오를 다지라는 식의 질문들,{}
구글링하지 않고 스스로의 생각으로 해결한 문제가 있다면 말해주세요.,{}
"성격장단점, 집과의 거리, 그 이외 기술적인 질문 등등",{}
이전 프로젝트에서 왜 해당 툴을 사용했는지 왜 퇴사하는지 자기소개,{}
시간이 좀 지나서 기억이 나지 않습니다,{}
자기소개 경력파악 이직이유 질문 별로 안함,{}
"좋아하는 작가가 있는가, 글을 쓰면서 고통스러웠던 경험은, 그렇게 힘들 땐 어떻게 해결했는지",{}
중고신입으로 면접을 봤기때문에 학부때 배운 기초적인 질문이 많았음,{}
왜 이 회사에 오고 싶은가. 목표가 무엇인가. 업무 스킬은 어떤가,{}
자소서에 대한 내용질문 많이해주셨습니다.,{}
기본적으로 대학 경험을토대로 질문을 하였고 어려운 상황에서 어떻게 헤쳐나갈지를 물어 보셨다,{}
뭘 할줄아냐는 질문? 그냥 어떤거 했었는지 그런거 물었음,{}
서머너즈 워의 단점 스트레스 해소법 장점은 무엇인가,{}
가장 기억에 남는 프로젝트는? 해당 직무에 왜 지원했는가? 사람간의 갈등을 어떻게 해결하는가?,{}
회사에서 일해본 경험 있냐고 물음 신입지원인데 왜묻지?,{}
면접전 과제를 주고 과제에대해서 얘기하는것과 그간 경력들에대한 이야기,{}
비밀 보장으로 인해 말할수 없습니다.,{}
"면접 시 진행되는 기본적인 질문들로 면접 진행 자기소개, 성격, 자기 어플 등등.",{}
"자기소개, 및 이전경력, 가장 기억에 남는 프로젝트 성격의 장단점",{}
"자기 자신의 장점이 무었이라고 생각하며 그렇게 생각하는 이유는 무엇인가? 채용방식 개인면접 발표시기 15일 후 ""대표이사가 직접 면접에 참여하였고, 틀에 박힌 자기소개를 하지 않아도 되서 좋았 다."" 합격 보통 도움이 돼요 1",{}
그냥 쏘아붙이는 질문에 시비조라 불쾌했습니다.,{}
"2차에서 왜 굳이 컴투스 인지, 이직이 몇번 있었는데 또 다른데 좋은곳 있으면 갈것 아닌지,",{}
"내가 직면했던 문제들이 무엇인지, 그리고 이를 어떻게 해결했는지 질문했음",{}
자기소개서 질문 에서 실무적인 내용을 많이 물어본다. 하고싶은거 등등,{}
실무면접 2명으로 질문 난이도는 평이함 개인신상과 실무에 관한 내용,{}
자소서에 관련된 내용 물어보시고 직무관련해서도 물어봤습니다,{}
자기 소개 해외시장에서 성공할 수 있는 실사풍 컨셉에 대해 설명 혹은 예를 들어주세요.,{}
경력 사항 위주로 꼼꼼하게 질문했었음,{}
PT하기 전에 경력기술에 관한 부분 물어보고 갖고 왔던 PT보면서 ui/ux 디자인에 대해서 물어봄,{}
왜 2지망은 왜 지원하셨나요? 1지망에 떨어지면 2지망도 괜찮나요?,{}
-이 그림은 어떻게 그린 것인가? -우리는 이러이러한걸 만들고 있는데 잘 할 수 있겠는가? -이건 이렇게 하는게 더 나은것이 아닌가?,{}
"컴투스에 지원하게 된 이유, 자신의 장점 1가지 채용방식 필기시험, 개인면접 ""면접부터 채용까지는 크게 어렵지도 않고 편안한 분위기에서 진행함"" 합격 보통 도움이 돼요 1",{}
개인 프로젝트위주로 설명하고 중간중간 기술 질문도 들어옴,{}
"자기소개 간략하게 했으며, 지원하게된 계기나 전 회사 퇴사 사유 그리고 잔업이나 주말출근이 있을것인데 어떻느냐 정도의 어느누구나 질문에 답할수 있는 질문과 자신 의 생각을 많이 들어 주시려고 하였음",{}
지금까지 채용공고 몇번 지원하셨네요?,{}
지원동기 포부 서류 관련 내용 위주로 질문을 받았습니다,{}
업무와 관련된 필기시험 후 1차면접에서 필기시험 내용을 토대로 면접 진행,{}
"기본은 자소서 내용이고, 성격 장단점에 대해서 물어보았다.",{}
기술면접 난이도는 어렵지 않은선에서 2가지 정도 물어보더군요 인성질문은 많았습니다 경험담 등,{}
학교 커리큘럼 중에서 좋아했던 과목이 뭔가요? 왜 그과목을 좋아하게되었는지 도 여쭈어 보셨습니다,{}
실무면접에서 직무에관한 내용에 대해서 물어보나요?,{}
컴투스에 지원하게된 구체적인 동기? 사는곳? 집안사정? 실무관련 질문 마지막으로 하고싶은말,{}
dba의 역할이 무엇이라고 생각하는지 말씀해보세요,{}
어떤 활동을 했는지 어떤 성격인지 팀 면접 후 2차로 사장님 면접 진행,{}
편안한 질문들을 해주셨습니다. 가령 여자친구있느냐등..,{}
기초적인 질문과 직무에 대한 질문을 주로 함,{}
본인이 필기 시험을 잘 봤다고 생각하시나봐요?,{}
필기시험 코딩,{}
"질문 자체를 많은 준비를 하고 하기 때문에 특이한 이력이 없으면 무난한 면접 채용방식 필기시험, 그룹면접 발표시기 14일 후 ""서류, 시험, 두 번의 면접. 운, 인맥, 실력 모두 필요하다"" 합격 보통 도움이 돼요 1",{}
자신의 상사를 평가해 주세요.,{}
"경험했던 기술에 대해 질문을 받았고 팀원으로서 갖춰야 할 인성 질문도 있었음. 1시간 정도 진행했고, 편안한 분위기였음.",{}
기술 질문을 위주로 하였습니다. 그동안 했던 프로젝트와 거기서 사용했던 기술에 대한 질문,{}
기억이 잘 안나네요 경력관련 질문이 대부분이었어요,{}
"하는일 , 전문성 질문 상황묘사로 이뤄지던게 생각나네요",{}
다시 그시절로 돌아간다면 개선해 보고 싶은 내용이 있는지,{}
그간 해온 모든 프로젝트에 대한 심도 있는 질문들이 주를 이루었고 얼마나 오래 일할 수 있나에 대한 열정도 많이 보는듯,{}
지원동가와 이 기업의 어떤점이 끌렸는지에 대한 질문 ㅎㅎ,{}
왜 지원을 했는지? 기술적 관심사가 무엇인지? 어렵게 해결한 이슈는 어떤건지?,{}
다시 돌아 간다면 그 문제에 대해 어떻게 해결해 볼지?,{}
본인의 역량을 재대로 발휘하지못한 프로젝트는 무엇이렸고 이유는 뭔가요,{}
이전 회사 퇴사 이유 입사 이후 퇴사 이유와 비슷한 업무가 주어질 때 어떻게 대처할 것인지 지원동기,{}
조금 되서 기억에 남는 질문은 없지만 전반적으로 이력에 대한 질문이 많았어요,{}
"이직 이유가 무엇인지, 주요 업무가 어떤 것이였는지 등 질문함",{}
"간단한 자기소개 기존회사를 퇴직한 이유, 보유한 경력에대한 스킬등을 묻고 답변에따라 꼬리를 무는 다수의 질문 등이 있었습니다.",{}
성격의 장단점을 묻는 질문이었는데 평소에 장점과 단점을 주변에 직설적으로 들어보지 못해 정확히 답을하지 못한게 기억에 남습니다.,{}
"과제를 바탕으로 질문, 기본적인 실무관련질문, 이직사유 질문",{}
어떤 기술에 대해 장점과 단점에 대해서 물어봄 그걸 파악하는데 중요함,{}
이전 직장에서 이직하려는 이유 스프링 관련 ioc di 등등,{}
20분간의 피티발표가 있다. 당사에서 지원자가 얻을 수 있는 점 지원자가 당사에 기여할 수 있는 점,{}
이 곳에 와서 가장 먼저 할 일은 무엇이라고 생각하는지?,{}
그동안에 해왔던 경력 설명 프로젝트에 질문 어떤 역할을 할 수 있을지?,{}
대면 질문 중에서 인성을 많이 평가하는 느낌을 받았습니다,{}
"학교 프로젝트, 회사 프로젝트 등 본인이 경험했던 프로젝트 위주로 질문합니다",{}
이 물건을 판다면 뭐라고 하고 팔겠는가? 나를 고객으로 생각하고 말해보세요 기존에 하던 업무가 조금 차이가 있을텐데요,{}
"경력, 프로젝트 관련 질문 > 직무 관련 기술 질문 > 기술 심화 질문 > 지원 동기, 역질문 순으로 진행됨",{}
"나의 업무, 개인능력, 비전에 대한 생각",{}
"자기소개, 이직하게 되는 사유, 어떤 리더가 되고싶냐",{}
"자기소개, 무슨일을 해야하는지, 마지막으로 하고싶은말",{}
프로젝트 수행경험 그 프로젝트에서 스스로의 역할 프로젝트에서 아쉬웠던 기억,{}
그동안 어떠한 기술을 이용하여 어떤 프로젝트를 만들어왔는지 물어보았음,{}
"그동안 해왔던 경력에 대해서 주로 물어봤고, 이력서에 있는 내용 위주였다. 현업 팀에서 하는 일에 대 해서도 자세히 말해줬다.",{}
왜 지원했고 이전 회사에서 어떤 업무들을 맡아왔는지 마지막으로 하고 싶은 질문이 있는지,{}
"자기소개서 위주의 질문 인성,태도 위주로 많이 보는것 같았음",{}
"자기소개 지원동기 업계동향인지 업무경력및경험 추후업무계획 회사소개 채용방식 필기시험, 케이스 면접, 기타 발표시기 30일 후 ""인사팀 담당자 및 관련부서 장이 면접을 진행함 자유로운분위기"" 대기중 보통 도움이 돼요 0",{}
상당히 조심스럽고 예의있는 어투로 질문을 해주셨습니다. 주로 자신의 기술등을 물어봤습니다,{}
무난하게 자기소개서 중심으로 질문합니다.,{}
"자기소개, 지원동기, 지원 분야에 대한 구체적인 질문들",{}
일분자기소개를 시작으로 회사에대한이해도가높은지 판단,{}
"퇴사하게된다면 그이유는 지원동기 이직이유등등 채용방식 개인면접 발표시기 2일 후 ""편안한분위기 지원동기가 젤에메합니다 ..."" 합격 보통 도움이 돼요 0",{}
면접 전 이루어진 기술 시험에 대한 질문이 많았습니다.,{}
여태 진행했던 업무에 대해 pr ppt 작성하고 거기에 기초하여 질문,{}
입사 후의 목표. 개발 수준. 개발했었던 과거 프로젝트 경험,{}
이거이거 할줄아냐? 집은 어디냐 학교에 어디나왓냐 등등 기본적인 질문들,{}
업무 내용 및 개인 집거리 및 간단해 개인적 질문,{}
야놀자 개선사항에 대해 집요하게 물어봄 지원 포지션 질문하더니 다른 포지션구한다고 할 수 있냐고 물어봄,{}
"오히려 맘에 들지않았던지 임원급 질문이 전혀 없었던 것이 가장 어려운 상황.. ""온라인 리쿠르트 사이트에서 지원 후 당사건물 1층카페룸에서 실무 임원 동시 면접 당사에 대한 소감등의 주관적인 질문위주 결과 통보없음"" 불합격 보통 도움이 돼요 1",{}
디자인에 대해서 어떻게 생각하냐는 뜬구름 잡는소리 ;;,{}
야근 할 수 있는지에 대한 질문,{}
"기술적인 질문이 많지 않았고 지원 이유 , 하고싶은것들을 물어보았습니다. 전체적으로 인성을 더 보는 듯한 느낌이었습니다.",{}
SI 업무가 워라벨을가지기 힘들 수도 있는데 하고싶은 이유가 무엇인지,{}
경력중에 프로젝트를 알아보시고 끈기하나는 인정해주셨다는 부분이 감사했습니다.,{}
"프로젝트 경험 관련 내용, 야근 가능한지, 다른 업무도 가능한지",{}
1.저출산과 항공우주에 대해 어떻게 생각하나 2.과거에 했던 다른 직무에 대한 질문 3.과거로 돌아 간다면 그 직무를 다시 할것인지,{}
"왜 연구실을 그만두건지, 10년뒤에 무엇을 하고 있을지, 자신의 장단점",{}
왜 퇴사했는지 또 퇴사할지 자기네들이 어떻게 믿냐 가장 어려웠던 프로젝트,{}
이 기업에 어떤 기여를 할 수 있겠는가? 쉬는 기간동안 무슨 일을 했는지?,{}
1. 자기소개 2. 5년후에 뭐하고 있을지 3. 마지막으로 할 말,{}
지원이유 직무소개 (예시와 함께) 자신에게 별점 매기기 희망연봉 외 기억나지않음,{}
특정 기술에 대한 업무 경험이 있는지 인성관련 및 연봉 관련 질문도 이루어짐,{}
상사가 소통을 거부할때 어떻게 대처할건지에 대해 질문했던 걸로 기억함.,{}
"자기소개, 해당 직무를 지원하게 된 동기, 과거 사업 프로젝트에서의 역할",{}
1. 자기소개 2. 그 동안의 개발 경력에 대한 질문 (없으면 학교에서 뭐했는지) 3. 취미가 뭔지? 4. 하려는 직무가 어떤건지 정확히 아는지?,{}
제가 비전공자였기에 이 쪽 분야를 지원하게 된 계기와 어떤 노력들을 했는지 여쭤보셨어요,{}
다른 직무 시켜도 일을 할건지? 쉬는 동안에 뭘 했는지? 연차가 쌓이면 어떤 방향으로 나아갈건지?,{}
"자기소개, 전 회사들 퇴직 이유, 채용공고에 맞는 포지션적인 질문.",{}
성적이 별로 안높은데 이유는? 자기소개하세요 마지막 할말 있으신가요 성격의 장단점,{}
근무하면서 주로 어떤 일을 했는지 위주로 질문 받았음.,{}
"여태까지 개발했었던 내용과 현재 개발중인 내용을 물어봤습니다. ""입사지원 후 인사팀에서 전화로 연락이 왔습니다"" 대기중 보통 도움이 돼요 1",{}
"자기소개를 가장 처음시켰고, 입사 5년 후 어떤 일을 하고싶은지 물음. 이후는 작성한 이력서에서 궁금한 걸 물음. 지원한 직무가 어떤 일을 하는지 물었고, 혹시 지원한 직무 가 아닌 다른 직무를 제안해도 괜찮냐 물었다.",{}
1.왜 왔냐? 2.실력이 있다고 생각하냐? 3.우리가 당신을 채용해야하는 이유가 있냐?,{}
가장 존경하는 인물은? 회사에서 중요시 여기는 것? 스트레스를 푸는 법,{}
"지원한 이유, 급여 관련 질문, 근무지, 운영업무도 괜찮은지",{}
지방출장 가능한지 5년후 자신의 모습을 설명해보라 전문대졸이라 경력을 1년 깎아도 입사할건지,{}
